Subj,HappySad,Angry,Sat,LD,YB,RG,C,L,a,b
14,42.25,-66,-49.25,79.75,55.5,-4,30,85.2073293165334,-13.2545851615735,26.9131189607336
14,49.75,-34.5,-35.5,62,-3.5,-16.5,30,85.2073293165334,-27.126875075656,12.8114264869199
14,64.25,-76,-5.75,40.5,-48.25,-12.5,30,85.2073293165334,-29.9212461125982,-2.17233309354909
14,67.25,-63.5,-4.5,33.25,-73.25,0,30,85.2073293165334,-12.5282012002909,-27.2588366348425
14,40.25,-63.25,54.75,52.25,12.5,4.75,30,85.2073293165334,20.7251019754717,-21.690323835902
14,-23,0.5,94,-85.25,-2.25,32.5,15,28.5,13.1808749824464,7.1599256069542
14,-23,11.5,100,-98,3,10,15,28.5,6.4950573670764,13.5208812508056
14,-13,15.5,100,-99.75,-1,-26.5,15,28.5,-1.64599770923929,14.9094162039021
14,-35,10.5,76,-98.5,-9,-15.25,15,28.5,-6.62729258078673,13.4565594803668
14,-32.75,-15.25,96.25,-90.5,-4.5,-82.5,15,28.5,-13.563437537828,6.40571324345993
14,-19.75,-33.25,85.75,-98.25,-20.25,-66.5,15,28.5,-14.9606230562991,-1.08616654677454
14,-6,-46.75,72,-96.25,-100,-6.75,15,28.5,-6.26410060014548,-13.6294183174212
14,6.25,-14.5,97.25,-92.25,-39.25,-13.5,15,28.5,10.3625509877358,-10.845161917951
14,-15,8,100,-78.25,-5,91.75,30,28.5,26.3617499648928,14.3198512139084
14,-28.25,23.5,98.25,-87.25,2.75,13.25,30,28.5,12.9901147341527,27.0417625016112
14,-37,17.5,93,-73.25,10,-14.25,30,28.5,-3.29199541847863,29.8188324078042
14,4.5,3.5,100,-93,-4.25,-83.75,30,28.5,-13.2545851615735,26.9131189607336
14,24.25,-16.25,96.75,-90.5,-11.25,-100,30,28.5,-27.1268750756561,12.8114264869199
14,26.25,-19.5,100,-11.5,-33,-86,30,28.5,-29.9212461125982,-2.17233309354909
14,4.75,-18.75,100,-92.75,-100,-3.25,30,28.5,-12.5282012002909,-27.2588366348425
14,19.25,-11.5,100,-85.25,-38,7,30,28.5,20.7251019754716,-21.690323835902
15,78.75,-46.25,78.75,75,11.25,25.25,15,85.2073293165334,13.1808749824464,7.1599256069542
15,72,-91.25,81,89,37.25,35.5,15,85.2073293165334,6.4950573670764,13.5208812508056
15,65.75,-87.5,62.75,85.5,59.75,-11.5,15,85.2073293165334,-1.64599770923929,14.9094162039021
15,85.5,-90.5,81.75,96.75,60.75,-15.75,15,85.2073293165334,-6.62729258078676,13.4565594803668
15,74.5,-93,83,86.25,2.25,-32.75,15,85.2073293165334,-13.563437537828,6.40571324345993
15,87.75,-88.75,79,78,-56.5,-54,15,85.2073293165334,-14.9606230562991,-1.08616654677456
15,91.25,-90,65.5,88,-47,-12.25,15,85.2073293165334,-6.26410060014543,-13.6294183174212
15,70.5,-94.5,71.5,88,-8.5,11.75,15,85.2073293165334,10.3625509877359,-10.845161917951
15,72.25,-71.75,59.75,60.25,25.25,48.25,30,85.2073293165334,26.3617499648928,14.3198512139084
15,90.75,-94.5,76,53.75,47.5,30.75,30,85.2073293165334,12.9901147341528,27.0417625016112
15,71.25,-71,65.25,59.75,73.75,0.25,30,85.2073293165334,-3.29199541847858,29.8188324078042
15,68.75,-91,70.5,87.25,80.75,-12.5,30,85.2073293165334,-13.2545851615735,26.9131189607336
15,50.75,-94.75,83.25,81.25,1.75,-70.5,30,85.2073293165334,-27.126875075656,12.8114264869199
15,65.25,-92,76,82,-29.75,-31,30,85.2073293165334,-29.9212461125982,-2.17233309354909
15,100,-90.5,79.25,77.5,-79.75,-12.5,30,85.2073293165334,-12.5282012002909,-27.2588366348425
15,83,-96.5,76.25,77.5,-12.25,-5.25,30,85.2073293165334,20.7251019754717,-21.690323835902
15,-37,11.25,-61.25,-70,10.5,47.75,15,28.5,13.1808749824464,7.1599256069542
15,-66.75,2.75,-87.5,-85.5,9.25,33.5,15,28.5,6.4950573670764,13.5208812508056
15,-52.5,-3.25,-93.25,-86.25,10.25,-23.25,15,28.5,-1.64599770923929,14.9094162039021
15,-48,-9.75,-59.75,-86.75,8.75,-47.75,15,28.5,-6.62729258078673,13.4565594803668
15,-28,-11.75,-69.5,-72.75,-16.25,-58.25,15,28.5,-13.563437537828,6.40571324345993
15,-24.75,-17,-49.25,-79,-18,-48.5,15,28.5,-14.9606230562991,-1.08616654677454
15,-29.75,-28.25,-62,-61.75,-43.75,-18.75,15,28.5,-6.26410060014548,-13.6294183174212
15,-24,-12.5,-70.25,-67.75,-18.25,2.25,15,28.5,10.3625509877358,-10.845161917951
15,-3.25,23.25,-58,-54.25,7.75,92.25,30,28.5,26.3617499648928,14.3198512139084
15,-23.75,10.5,-56.5,-64.5,14.75,39.25,30,28.5,12.9901147341527,27.0417625016112
15,-83,-4.75,-72.75,-75.25,9.5,-42,30,28.5,-3.29199541847863,29.8188324078042
15,-37,-5.25,-69.75,-62.25,9.25,-48.75,30,28.5,-13.2545851615735,26.9131189607336
15,-17.75,-16,-52.5,-55.5,-5,-96.75,30,28.5,-27.1268750756561,12.8114264869199
15,-31.75,-15.5,-53.25,-52.25,-29,-65,30,28.5,-29.9212461125982,-2.17233309354909
15,-33.25,-31.25,-14.25,-58.5,-97.5,-16.5,30,28.5,-12.5282012002909,-27.2588366348425
15,-10.25,-18,-26.5,-76,-8.25,2,30,28.5,20.7251019754716,-21.690323835902
16,3.75,-1.5,-36.25,20,6,51.5,15,85.2073293165334,13.1808749824464,7.1599256069542
16,6.5,-33,-52.75,28.5,34.75,9,15,85.2073293165334,6.4950573670764,13.5208812508056
16,1.75,-3,-37.25,72.75,43.75,2.5,15,85.2073293165334,-1.64599770923929,14.9094162039021
16,2,-0.25,-86,77.75,46.5,9.25,15,85.2073293165334,-6.62729258078676,13.4565594803668
16,4.25,4,-62.25,56.25,9.5,-7.25,15,85.2073293165334,-13.563437537828,6.40571324345993
16,6.5,-6.25,-82.75,84.5,-15.25,-6.25,15,85.2073293165334,-14.9606230562991,-1.08616654677456
16,31.25,-35.25,-81,85,-39.75,-17.75,15,85.2073293165334,-6.26410060014543,-13.6294183174212
16,22,-15.5,-22.75,40.5,7.5,26.75,15,85.2073293165334,10.3625509877359,-10.845161917951
16,10.75,-0.75,17.75,4.5,4.5,67.75,30,85.2073293165334,26.3617499648928,14.3198512139084
16,1.5,0.25,9.5,24,18.5,26.5,30,85.2073293165334,12.9901147341528,27.0417625016112
16,2.75,-9.25,-20.75,15,85.5,7.75,30,85.2073293165334,-3.29199541847858,29.8188324078042
16,5.75,-8.75,-25.25,37.5,96.75,6.5,30,85.2073293165334,-13.2545851615735,26.9131189607336
16,22,-50.25,-13.25,47.75,0.75,-78.75,30,85.2073293165334,-27.126875075656,12.8114264869199
16,48,-67.75,8.75,83.25,-67.25,-14.75,30,85.2073293165334,-29.9212461125982,-2.17233309354909
16,45.75,-68.75,-13.25,66.75,-95.75,-13,30,85.2073293165334,-12.5282012002909,-27.2588366348425
16,31.75,-28.75,-4.25,37.75,25,27.75,30,85.2073293165334,20.7251019754717,-21.690323835902
16,-29.25,1.75,12.75,-81,15.25,26.25,15,28.5,13.1808749824464,7.1599256069542
16,-22,6.25,16,-77.75,25.75,4,15,28.5,6.4950573670764,13.5208812508056
16,-21.5,1.5,11.75,-49,29,-8.25,15,28.5,-1.64599770923929,14.9094162039021
16,-22,1.75,1,-56.25,1,-11.25,15,28.5,-6.62729258078673,13.4565594803668
16,-2.25,-2.75,23,-48.75,0,-65.5,15,28.5,-13.563437537828,6.40571324345993
16,12.5,-18.25,20.25,-39.5,-8.25,-66,15,28.5,-14.9606230562991,-1.08616654677454
16,-12,-22.75,23.75,-49.25,-54.25,-21.5,15,28.5,-6.26410060014548,-13.6294183174212
16,-21,19,20,-61,-16.75,10.5,15,28.5,10.3625509877358,-10.845161917951
16,30.5,-2,56.75,-19.75,15.75,91.75,30,28.5,26.3617499648928,14.3198512139084
16,-9.25,0.75,22,-31,17.25,10,30,28.5,12.9901147341527,27.0417625016112
16,-18.75,2.25,8.75,-49.75,33,-7.5,30,28.5,-3.29199541847863,29.8188324078042
16,-2,-1,15.5,-36.5,-5.75,-45.75,30,28.5,-13.2545851615735,26.9131189607336
16,32.25,-18.75,33.25,-21,-9,-97.75,30,28.5,-27.1268750756561,12.8114264869199
16,41.75,-26.75,38.5,-29,-15,-61.75,30,28.5,-29.9212461125982,-2.17233309354909
16,54.25,-49.5,34.25,-25.25,-93,-41,30,28.5,-12.5282012002909,-27.2588366348425
16,28,-9.5,25.75,-59.5,-7.25,15,30,28.5,20.7251019754716,-21.690323835902
17,99,-100,-56.5,100,60.75,18.75,15,85.2073293165334,13.1808749824464,7.1599256069542
17,50.25,-100,-95.75,100,82.75,19.25,15,85.2073293165334,6.4950573670764,13.5208812508056
17,-1.25,-100,-9.5,93,100,5,15,85.2073293165334,-1.64599770923929,14.9094162039021
17,0.5,-100,-92.25,100,100,-11.75,15,85.2073293165334,-6.62729258078676,13.4565594803668
17,47.75,-100,-89.5,15.75,-88.25,-42.25,15,85.2073293165334,-13.563437537828,6.40571324345993
17,94.75,-100,-73,99.5,-95.75,-22.25,15,85.2073293165334,-14.9606230562991,-1.08616654677456
17,83.25,-100,-82,100,-58.75,-2.5,15,85.2073293165334,-6.26410060014543,-13.6294183174212
17,100,-100,14.75,96,6.5,49,15,85.2073293165334,10.3625509877359,-10.845161917951
17,87,-99.75,66,98,34,31.75,30,85.2073293165334,26.3617499648928,14.3198512139084
17,68.5,-100,40.5,82.5,65,15,30,85.2073293165334,12.9901147341528,27.0417625016112
17,-4.25,-100,38.25,100,99,0.25,30,85.2073293165334,-3.29199541847858,29.8188324078042
17,56.75,-95,-52.25,95,32,0.25,30,85.2073293165334,-13.2545851615735,26.9131189607336
17,100,-100,43.25,96,-43.75,-71.75,30,85.2073293165334,-27.126875075656,12.8114264869199
17,0.25,-100,14.75,83.75,-91.75,-19.5,30,85.2073293165334,-29.9212461125982,-2.17233309354909
17,95.25,-100,56.5,98,-52.25,-0.75,30,85.2073293165334,-12.5282012002909,-27.2588366348425
17,99,-100,58.75,100,0,11.25,30,85.2073293165334,20.7251019754717,-21.690323835902
17,-83.25,74.75,94,-96.25,-1,33.25,15,28.5,13.1808749824464,7.1599256069542
17,-78.75,73.75,100,-100,-8.75,5.5,15,28.5,6.4950573670764,13.5208812508056
17,-57,97.5,100,-100,-6,0.5,15,28.5,-1.64599770923929,14.9094162039021
17,-38.25,85.25,59.5,-98.5,-8.75,-56.75,15,28.5,-6.62729258078673,13.4565594803668
17,-60.5,-21.25,100,-100,-6,-100,15,28.5,-13.563437537828,6.40571324345993
17,-75.25,9,83.5,-93.5,-26,-100,15,28.5,-14.9606230562991,-1.08616654677454
17,-50.25,-53,50,-99,-91,-8.5,15,28.5,-6.26410060014548,-13.6294183174212
17,-47.5,-28,100,-100,-1.25,-0.5,15,28.5,10.3625509877358,-10.845161917951
17,-65,77.5,100,-84.25,-0.75,100,30,28.5,26.3617499648928,14.3198512139084
17,-69.75,71.75,100,-100,0.25,34.25,30,28.5,12.9901147341527,27.0417625016112
17,-41.5,84.25,96.75,-97.75,0.25,-54.5,30,28.5,-3.29199541847863,29.8188324078042
17,-59.5,-15,100,-85.75,-7.75,-100,30,28.5,-13.2545851615735,26.9131189607336
17,-39.25,5.25,99,-92.75,-29.75,-97.25,30,28.5,-27.1268750756561,12.8114264869199
17,83.25,-100,100,-80.75,-55.75,-72.5,30,28.5,-29.9212461125982,-2.17233309354909
17,10.5,-73.75,100,-90.75,-100,-14.75,30,28.5,-12.5282012002909,-27.2588366348425
17,-14.75,-27,100,-76.5,-25.75,0.5,30,28.5,20.7251019754716,-21.690323835902
18,34,-82.75,-29.75,90.5,-1.5,13,15,85.2073293165334,13.1808749824464,7.1599256069542
18,44,-66,-36.5,69.5,58.25,16,15,85.2073293165334,6.4950573670764,13.5208812508056
18,7.75,-31.75,-21,90.25,37.75,5.5,15,85.2073293165334,-1.64599770923929,14.9094162039021
18,-11.5,1.5,-33.75,100,77,19.75,15,85.2073293165334,-6.62729258078676,13.4565594803668
18,41.5,-95.25,-41.75,61,8,-32.5,15,85.2073293165334,-13.563437537828,6.40571324345993
18,47,-67.25,-36.5,87.75,-88.75,-1,15,85.2073293165334,-14.9606230562991,-1.08616654677456
18,10.5,-74.75,-44.5,100,-65.5,-5,15,85.2073293165334,-6.26410060014543,-13.6294183174212
18,76.75,-36.75,-26,99.25,34.25,21.25,15,85.2073293165334,10.3625509877359,-10.845161917951
18,71,35.75,-9.5,61,6.5,36.25,30,85.2073293165334,26.3617499648928,14.3198512139084
18,69.25,-44.5,8.5,76.5,28.25,43,30,85.2073293165334,12.9901147341528,27.0417625016112
18,57.75,-70.5,-24.5,76,100,4.25,30,85.2073293165334,-3.29199541847858,29.8188324078042
18,8.75,-76,-14.75,85.25,60.5,-10.75,30,85.2073293165334,-13.2545851615735,26.9131189607336
18,74,-75,-12,70,37.5,-35.5,30,85.2073293165334,-27.126875075656,12.8114264869199
18,13.75,-54,16.5,38.25,-67,-1.75,30,85.2073293165334,-29.9212461125982,-2.17233309354909
18,14.25,-94.75,-16.5,91,-72.25,-2.25,30,85.2073293165334,-12.5282012002909,-27.2588366348425
18,67.25,-93.75,-9.5,63.5,61.25,34,30,85.2073293165334,20.7251019754717,-21.690323835902
18,-16.5,-25.25,70.5,-57,0.25,95,15,28.5,13.1808749824464,7.1599256069542
18,-59.25,1,75.75,-46.25,0.5,32,15,28.5,6.4950573670764,13.5208812508056
18,-23.5,11.25,15.75,-50,2,-22.25,15,28.5,-1.64599770923929,14.9094162039021
18,26.25,-36.5,32.25,-80.25,-2,-67,15,28.5,-6.62729258078673,13.4565594803668
18,13.75,-10,75.5,-71.5,-25.25,-97.25,15,28.5,-13.563437537828,6.40571324345993
18,32.25,-48,88,-57.75,-60.25,-34.75,15,28.5,-14.9606230562991,-1.08616654677454
18,-3.25,-48.25,32.75,-68.75,-95,-21.75,15,28.5,-6.26410060014548,-13.6294183174212
18,97,-86,43.25,-55,-64.75,-2.25,15,28.5,10.3625509877358,-10.845161917951
18,-11.25,37.25,81,-87.25,5.5,86.75,30,28.5,26.3617499648928,14.3198512139084
18,-31.75,32.5,26.25,-87.5,3.25,81.25,30,28.5,12.9901147341527,27.0417625016112
18,-16.5,17,11.5,-90.5,0.25,-45.25,30,28.5,-3.29199541847863,29.8188324078042
18,7,21.75,51.5,-100,-5.25,-55.25,30,28.5,-13.2545851615735,26.9131189607336
18,17.25,0,76.25,-66,-16.75,-50,30,28.5,-27.1268750756561,12.8114264869199
18,56,-84.25,82.25,-87.5,-77.25,-88.75,30,28.5,-29.9212461125982,-2.17233309354909
18,12.75,-79.25,77.75,-81.25,-98.75,-27.5,30,28.5,-12.5282012002909,-27.2588366348425
18,83.75,-93,76.25,-76.25,-53.25,1,30,28.5,20.7251019754716,-21.690323835902
19,76.75,-100,59.75,72.75,-16.75,16.5,15,85.2073293165334,13.1808749824464,7.1599256069542
19,48,-28.75,41,80.5,6.75,17.75,15,85.2073293165334,6.4950573670764,13.5208812508056
19,53.5,-83.25,16.75,85.25,20.5,-7.75,15,85.2073293165334,-1.64599770923929,14.9094162039021
19,55,-63.25,-0.75,48.75,19.5,-6.75,15,85.2073293165334,-6.62729258078676,13.4565594803668
19,70,-91.5,-1.25,85.5,-48.75,-20.5,15,85.2073293165334,-13.563437537828,6.40571324345993
19,55.5,-89.25,23.75,88,-65.75,-30,15,85.2073293165334,-14.9606230562991,-1.08616654677456
19,59.75,-59,35.25,69.25,-89.25,-16.5,15,85.2073293165334,-6.26410060014543,-13.6294183174212
19,72.25,-93,34.75,83.5,-12.5,22.5,15,85.2073293165334,10.3625509877359,-10.845161917951
19,76.5,-78.5,48.25,69.5,-10.75,50.5,30,85.2073293165334,26.3617499648928,14.3198512139084
19,62,-72.25,50.5,70.75,35.75,36.25,30,85.2073293165334,12.9901147341528,27.0417625016112
19,23,-39.75,-4.75,75,61,-4.75,30,85.2073293165334,-3.29199541847858,29.8188324078042
19,24,-39.5,14,58.25,36.25,-38.25,30,85.2073293165334,-13.2545851615735,26.9131189607336
19,55.75,-83.25,21.25,78.75,-46.5,-33.25,30,85.2073293165334,-27.126875075656,12.8114264869199
19,78,-91,38.5,63.75,-79.75,-16.5,30,85.2073293165334,-29.9212461125982,-2.17233309354909
19,59.25,-100,76.75,61.25,-90.5,-33,30,85.2073293165334,-12.5282012002909,-27.2588366348425
19,58,-100,68,77,-20.25,26,30,85.2073293165334,20.7251019754717,-21.690323835902
19,-41.25,62.75,-32.75,-70.75,23.25,59.5,15,28.5,13.1808749824464,7.1599256069542
19,-76.5,77,-93.5,-81.25,24.75,47.25,15,28.5,6.4950573670764,13.5208812508056
19,-51.5,59.75,-82.75,-79,-5.5,-32.25,15,28.5,-1.64599770923929,14.9094162039021
19,-48.5,1,-61.5,-64.25,-4.5,-69,15,28.5,-6.62729258078673,13.4565594803668
19,-11.5,1,-52.75,-71,-11.75,-81.5,15,28.5,-13.563437537828,6.40571324345993
19,-7,8.75,-12.5,-46.25,-38,-55,15,28.5,-14.9606230562991,-1.08616654677454
19,-4.25,-6.25,-52.75,-49,-84.25,-29.25,15,28.5,-6.26410060014548,-13.6294183174212
19,14.25,0.25,-7.75,-63.5,-54.5,15.75,15,28.5,10.3625509877358,-10.845161917951
19,9,9.5,27.25,-24.75,37,95.25,30,28.5,26.3617499648928,14.3198512139084
19,-61,57.75,-49.25,-44.75,38,48.5,30,28.5,12.9901147341527,27.0417625016112
19,-44,62.75,-45.25,-59,10,-25,30,28.5,-3.29199541847863,29.8188324078042
19,-23.75,22.5,43,-23.5,5.5,-97.5,30,28.5,-13.2545851615735,26.9131189607336
19,-7.5,-6,65,-77.75,25.5,-98.75,30,28.5,-27.1268750756561,12.8114264869199
19,23.75,-28,71.25,-49,-59.5,-67.75,30,28.5,-29.9212461125982,-2.17233309354909
19,25.25,-79,89.5,-54,-99.75,-42.25,30,28.5,-12.5282012002909,-27.2588366348425
19,24.25,-18.5,72,-56,-43,5.25,30,28.5,20.7251019754716,-21.690323835902
20,44.25,6.75,-20.5,81.75,9.5,51,15,85.2073293165334,13.1808749824464,7.1599256069542
20,-4.75,23,-23.75,62.75,12,39.5,15,85.2073293165334,6.4950573670764,13.5208812508056
20,-5.5,-8.5,-25,75.5,65.25,-8,15,85.2073293165334,-1.64599770923929,14.9094162039021
20,-40,-95,-2.25,68.25,23.25,-15,15,85.2073293165334,-6.62729258078676,13.4565594803668
20,53.75,-67.5,-10.25,88.5,-26.5,-43.75,15,85.2073293165334,-13.563437537828,6.40571324345993
20,-2,-82.75,-34.25,81,-34.5,-22,15,85.2073293165334,-14.9606230562991,-1.08616654677456
20,-23.25,-61.75,-55.75,46.75,-46.75,-17.75,15,85.2073293165334,-6.26410060014543,-13.6294183174212
20,6.5,-68.75,0.25,67,-22.5,12,15,85.2073293165334,10.3625509877359,-10.845161917951
20,43,24.5,62,70.75,0,64.75,30,85.2073293165334,26.3617499648928,14.3198512139084
20,46,-9.75,16.75,58.5,0,48.75,30,85.2073293165334,12.9901147341528,27.0417625016112
20,-9.5,-92.75,14.5,78.5,61.75,-6.5,30,85.2073293165334,-3.29199541847858,29.8188324078042
20,37.25,-69.75,-4.25,71.25,36.75,-82.25,30,85.2073293165334,-13.2545851615735,26.9131189607336
20,75.25,-100,77.25,88.25,-12.25,-67.75,30,85.2073293165334,-27.126875075656,12.8114264869199
20,94.5,-100,59.25,81.75,-68.75,-18.75,30,85.2073293165334,-29.9212461125982,-2.17233309354909
20,-17,-71.75,-38.25,37.5,-69,-29,30,85.2073293165334,-12.5282012002909,-27.2588366348425
20,-12.75,-69.75,43.5,77.5,-26.25,13,30,85.2073293165334,20.7251019754717,-21.690323835902
20,-73.5,2,-53.25,-83.25,0.25,58.5,15,28.5,13.1808749824464,7.1599256069542
20,-88.75,16.25,-27.25,-92.75,4,37.5,15,28.5,6.4950573670764,13.5208812508056
20,-100,7.5,-60.75,-93.75,5.25,-69.5,15,28.5,-1.64599770923929,14.9094162039021
20,-87.5,14,-57.5,-90,-25.25,-94.5,15,28.5,-6.62729258078673,13.4565594803668
20,-59.25,-20,-38.5,-90.75,-57.25,-94,15,28.5,-13.563437537828,6.40571324345993
20,-49,-46.75,-48,-83.5,-47,-87.25,15,28.5,-14.9606230562991,-1.08616654677454
20,-91.5,-38,-74.5,-91.25,-92.5,-28.25,15,28.5,-6.26410060014548,-13.6294183174212
20,-28.75,-63.5,-43.25,-78.5,-29,19.5,15,28.5,10.3625509877358,-10.845161917951
20,-26.5,17.75,7,-62.5,0,96.25,30,28.5,26.3617499648928,14.3198512139084
20,-90,39.25,-3.5,-71,0.25,44.25,30,28.5,12.9901147341527,27.0417625016112
20,-100,45.75,-72.5,-76.5,29.75,-52.75,30,28.5,-3.29199541847863,29.8188324078042
20,-96.25,13,-45.75,-75,-19.75,-93.5,30,28.5,-13.2545851615735,26.9131189607336
20,-4.25,-74.5,1.5,-78.5,-45.75,-100,30,28.5,-27.1268750756561,12.8114264869199
20,9.75,-92,24.75,-28.75,-62.75,-77.5,30,28.5,-29.9212461125982,-2.17233309354909
20,-2.75,-100,63,-65.5,-100,-25.25,30,28.5,-12.5282012002909,-27.2588366348425
20,-3.5,-75,-45,-79.25,-46.25,10,30,28.5,20.7251019754716,-21.690323835902
